"Czas (s)";"Napięcie (V)"
87.050;0.002
87.100;0.002
87.150;0.002
87.200;0.002
87.250;0.002
87.300;0.002
87.350;0.003
87.400;0.003
87.450;0.002
87.500;0.002
87.550;0.002
87.600;0.002
87.650;0.002
87.700;0.002
87.750;0.003
87.800;0.002
87.850;0.002
87.900;0.002
87.950;0.002
88.000;0.002
88.050;0.002
88.100;0.002
88.150;0.002
88.200;0.002
88.250;0.002
88.300;0.002
88.350;0.002
88.400;0.002
88.450;0.003
88.500;0.003
88.550;0.002
88.600;0.002
88.650;0.002
88.700;0.002
88.750;0.002
88.800;0.003
88.850;0.003
88.900;0.002
88.950;0.002
89.000;0.002
89.050;0.002
89.100;0.002
89.150;0.002
89.200;0.003
89.250;0.002
89.300;0.002
89.350;0.002
89.400;0.002
89.450;0.002
89.500;0.002
89.550;0.003
89.600;0.002
89.650;0.002
89.700;0.002
89.750;0.002
89.800;0.002
89.850;0.003
89.900;0.003
89.950;0.002
90.000;0.002
90.050;0.002
90.100;0.002
90.150;0.002
90.200;0.002
90.250;0.002
90.300;0.002
90.350;0.002
90.400;0.002
90.450;0.002
90.500;0.002
90.550;0.002
90.600;0.002
90.650;0.002
90.700;0.002
90.750;0.002
90.800;0.002
90.850;0.002
90.900;0.002
90.950;0.003
91.000;0.003
91.050;0.003
91.100;0.002
91.150;0.002
91.200;0.002
91.250;0.002
91.300;0.003
91.350;0.003
91.400;0.003
91.450;0.002
91.500;0.002
91.550;0.002
91.600;0.002
91.650;0.002
91.700;0.002
91.750;0.003
91.800;0.002
91.850;0.002
91.900;0.002
91.950;0.002
92.000;0.002
92.050;0.003
92.100;0.003
92.150;0.002
92.200;0.002
92.250;0.002
92.300;0.002
92.350;0.002
92.400;0.002
92.450;0.003
92.500;0.002
92.550;0.002
92.600;0.001
92.650;0.002
92.700;0.002
92.750;0.002
92.800;0.002
92.850;0.002
92.900;0.002
92.950;0.002
93.000;0.002
93.050;0.002
93.100;0.003
93.150;0.003
93.200;0.002
93.250;0.002
93.300;0.002
93.350;0.002
93.400;0.002
93.450;0.002
93.500;0.003
93.550;0.002
93.600;0.002
93.650;0.002
93.700;0.002
93.750;0.002
93.800;0.003
93.850;0.002
93.900;0.003
93.950;0.002
94.000;0.002
94.050;0.002
94.100;0.002
94.150;0.002
94.200;0.003
94.250;0.003
94.300;0.002
94.350;0.002
94.400;0.002
94.450;0.002
94.500;0.002
94.550;0.003
94.600;0.002
94.650;0.003
94.700;0.002
94.750;0.002
94.800;0.002
94.850;0.002
94.900;0.003
94.950;0.002
95.000;0.002
95.050;0.002
95.100;0.002
95.150;0.002
95.200;0.002
95.250;0.002
95.300;0.002
95.350;0.002
95.400;0.001
95.450;0.002
95.500;0.001
95.550;0.002
95.600;0.002
95.650;0.002
95.700;0.002
95.750;0.002
95.800;0.002
95.850;0.002
95.900;0.002
95.950;0.002
96.000;0.002
96.050;0.002
96.100;0.002
96.150;0.002
96.200;0.002
96.250;0.002
96.300;0.002
96.350;0.002
96.400;0.002
96.450;0.002
96.500;0.001
96.550;0.002
96.600;0.002
96.650;0.002
96.700;0.002
96.750;0.003
96.800;0.002
96.850;0.002
96.900;0.002
96.950;0.002
97.000;0.002
97.050;0.002
97.100;0.002
97.150;0.002
97.200;0.002
97.250;0.001
97.300;0.001
97.350;0.001
97.400;0.001
97.450;0.002
97.500;0.002
97.550;0.002
97.600;0.001
97.650;0.002
97.700;0.001
97.750;0.002
97.800;0.003
97.850;0.002
97.900;0.002
97.950;0.002
98.000;0.002
98.050;0.002
98.100;0.002
98.150;0.002
98.200;0.002
98.250;0.002
98.300;0.002
98.350;0.001
98.400;0.001
98.450;0.002
98.500;0.002
98.550;0.002
98.600;0.002
98.650;0.002
98.700;0.001
98.750;0.002
98.800;0.002
98.850;0.002
98.900;0.002
98.950;0.002
99.000;0.002
99.050;0.002
99.100;0.002
99.150;0.002
99.200;0.002
99.250;0.002
99.300;0.003
99.350;0.002
99.400;0.002
99.450;0.002
99.500;0.001
99.550;0.001
99.600;0.002
99.650;0.002
99.700;0.002
99.750;0.001
99.800;0.002
99.850;0.001
99.900;0.001
99.950;0.002
100.000;0.002
100.050;0.002
100.100;0.002
100.150;0.002
100.200;0.002
100.250;0.002
100.300;0.002
100.350;0.003
100.400;0.002
100.450;0.002
100.500;0.002
100.550;0.002
100.600;0.002
100.650;0.002
100.700;0.002
100.750;0.002
100.800;0.002
100.850;0.002
100.900;0.001
100.950;0.001
101.000;0.002
101.050;0.002
101.100;0.002
101.150;0.002
101.200;0.002
101.250;0.002
101.300;0.002
101.350;0.002
101.400;0.002
101.450;0.002
101.500;0.002
101.550;0.002
101.600;0.001
101.650;0.002
101.700;0.002
101.750;0.002
101.800;0.002
101.850;0.002
101.900;0.002
101.950;0.002
102.000;0.002
102.050;0.002
102.100;0.002
102.150;0.002
102.200;0.002
102.250;0.002
102.300;0.001
102.350;9.401E-4
102.400;0.002
102.450;0.002
102.500;0.002
102.550;0.002
102.600;0.001
102.650;0.001
102.700;0.002
102.750;0.002
102.800;0.001
102.850;0.002
102.900;0.002
102.950;0.002
103.000;0.002
103.050;0.001
103.100;0.002
103.150;0.002
103.200;0.002
103.250;0.002
103.300;0.002
103.350;0.002
103.400;0.001
103.450;0.002
103.500;0.002
103.550;0.001
103.600;0.002
103.650;0.002
103.700;0.002
103.750;0.001
103.800;0.001
103.850;0.002
103.900;0.002
103.950;0.002
104.000;0.002
104.050;0.002
104.100;0.001
104.150;0.002
104.200;0.002
104.250;0.002
104.300;0.002
104.350;0.002
104.400;0.002
104.450;0.002
104.500;0.001
104.550;0.002
104.600;0.001
104.650;0.001
104.700;0.002
104.750;0.002
104.800;9.401E-4
104.850;0.002
104.900;0.002
104.950;0.001
105.000;0.002
105.050;0.002
105.100;0.002
105.150;0.001
105.200;0.001
105.250;9.401E-4
105.300;0.001
105.350;0.002
105.400;0.002
105.450;0.002
105.500;0.002
105.550;0.001
105.600;0.001
105.650;0.002
105.700;0.002
105.750;0.002
105.800;0.002
105.850;0.002
105.900;0.002
105.950;0.001
106.000;0.001
106.050;0.002
106.100;0.002
106.150;0.002
106.200;0.002
106.250;0.001
106.300;0.002
106.350;0.001
106.400;0.001
106.450;0.002
106.500;0.002
106.550;0.002
106.600;0.002
106.650;0.002
106.700;0.001
106.750;0.001
106.800;0.001
106.850;0.002
106.900;0.002
106.950;0.002
107.000;0.002
107.050;0.001
107.100;0.001
107.150;0.001
107.200;0.002
107.250;0.002
107.300;0.001
107.350;0.001
107.400;0.001
107.450;0.001
107.500;0.001
107.550;0.002
107.600;0.002
107.650;0.002
107.700;0.001
107.750;0.002
107.800;0.001
107.850;0.002
107.900;0.002
107.950;0.002
108.000;0.002
108.050;0.002
108.100;0.002
108.150;0.001
108.200;0.002
108.250;0.002
108.300;0.001
108.350;0.001
108.400;9.401E-4
108.450;0.001
108.500;9.401E-4
108.550;0.001
108.600;9.401E-4
108.650;0.001
108.700;0.001
108.750;9.401E-4
108.800;9.401E-4
108.850;0.001
108.900;0.001
108.950;9.401E-4
109.000;0.002
109.050;0.002
109.100;0.001
109.150;0.001
109.200;0.001
109.250;0.002
109.300;0.001
109.350;0.001
109.400;0.002
109.450;0.002
109.500;0.001
109.550;0.001
109.600;0.002
109.650;0.001
109.700;0.002
109.750;0.002
109.800;0.002
109.850;0.002
109.900;0.002
109.950;0.001
110.000;0.002
110.050;0.002
110.100;0.002
110.150;0.002
110.200;0.002
110.250;0.002
110.300;0.001
110.350;0.002
110.400;0.002
110.450;0.002
110.500;0.002
110.550;0.002
110.600;0.002
110.650;0.001
110.700;0.002
110.750;0.002
110.800;0.002
110.850;0.002
110.900;0.002
110.950;0.001
111.000;0.001
111.050;0.001
111.100;0.002
111.150;0.002
111.200;0.002
111.250;0.002
111.300;0.002
111.350;0.001
111.400;0.002
111.450;0.002
111.500;0.002
111.550;0.002
111.600;0.002
111.650;0.001
111.700;0.001
111.750;9.401E-4
111.800;0.001
111.850;0.001
111.900;0.002
111.950;0.002
112.000;0.002
112.050;0.002
112.100;0.001
112.150;0.001
112.200;0.002
112.250;0.002
112.300;0.002
112.350;0.002
112.400;0.002
112.450;0.002
112.500;0.002
112.550;0.001
112.600;0.002
112.650;0.002
112.700;0.002
112.750;0.001
112.800;0.001
112.850;0.001
112.900;0.001
112.950;0.002
113.000;0.002
113.050;0.002
113.100;0.002
113.150;0.002
113.200;0.001
113.250;0.002
113.300;0.002
113.350;0.002
113.400;0.002
113.450;0.002
113.500;0.001
113.550;0.001
113.600;0.002
113.650;0.002
113.700;0.002
113.750;0.002
113.800;0.003
113.850;0.002
113.900;0.001
113.950;0.002
114.000;0.002
114.050;0.002
114.100;0.003
114.150;0.003
114.200;0.002
114.250;0.003
114.300;0.002
114.350;0.002
114.400;0.002
114.450;0.003
114.500;0.002
114.550;0.002
114.600;0.002
114.650;0.002
114.700;0.002
114.750;0.002
114.800;0.003
114.850;0.003
114.900;0.002
114.950;0.002
115.000;0.002
115.050;0.002
115.100;0.002
115.150;0.002
115.200;0.002
115.250;0.002
115.300;0.002
115.350;0.001
115.400;0.002
115.450;0.002
115.500;0.002
115.550;0.002
115.600;0.002
115.650;0.002
115.700;0.001
115.750;0.002
115.800;0.002
115.850;0.002
115.900;0.002
115.950;0.002
116.000;0.002
116.050;0.001
116.100;0.001
116.150;0.002
116.200;0.002
116.250;0.002
116.300;0.002
116.350;0.002
116.400;0.002
116.450;0.001
116.500;0.002
116.550;0.002
116.600;0.002
116.650;0.002
116.700;0.002
116.750;0.002
116.800;0.002
116.850;0.001
116.900;0.002
116.950;0.002
117.000;0.002
117.050;0.002
117.100;0.002
117.150;0.002
117.200;0.002
117.250;0.002
117.300;0.002
117.350;0.002
117.400;0.002
117.450;0.002
117.500;0.002
117.550;0.002
117.600;0.002
117.650;0.002
117.700;0.003
117.750;0.003
117.800;0.002
117.850;0.002
117.900;0.002
117.950;0.002
118.000;0.002
118.050;0.003
118.100;0.003
118.150;0.002
118.200;0.002
118.250;0.002
118.300;0.002
118.350;0.001
118.400;0.002
118.450;0.002
118.500;0.002
118.550;0.002
118.600;0.002
118.650;0.002
118.700;0.002
118.750;0.003
118.800;0.002
118.850;0.002
118.900;0.001
118.950;0.001
119.000;0.002
119.050;0.002
119.100;0.002
119.150;0.002
119.200;0.002
119.250;0.002
119.300;0.002
119.350;0.002
119.400;0.001
119.450;0.002
119.500;0.002
119.550;0.002
119.600;0.001
119.650;0.001
119.700;0.002
119.750;0.001
119.800;0.001
119.850;0.002
119.900;0.003
119.950;0.002
120.000;0.002
120.050;0.001
120.100;0.002
120.150;0.002
120.200;0.002
120.250;0.002
120.300;0.002
120.350;0.003
120.400;0.002
120.450;0.002
120.500;0.002
120.550;0.002
120.600;0.002
120.650;0.002
120.700;0.002
120.750;0.001
120.800;0.002
120.850;0.001
120.900;0.002
120.950;0.002
121.000;0.002
121.050;0.001
121.100;0.001
121.150;0.001
121.200;0.002
121.250;0.001
121.300;0.002
121.350;0.002
121.400;0.002
121.450;0.001
121.500;0.002
121.550;0.002
121.600;0.002
121.650;0.002
121.700;0.002
121.750;0.002
121.800;0.002
121.850;0.002
