"Czas (s) Seria nr 5";"Napięcie (V) Seria nr 5"
85.800;0.717
85.850;0.716
85.900;0.715
85.950;0.714
86.000;0.713
86.050;0.712
86.100;0.711
86.150;0.709
86.200;0.709
86.250;0.708
86.300;0.707
86.350;0.706
86.400;0.705
86.450;0.703
86.500;0.701
86.550;0.701
86.600;0.699
86.650;0.698
86.700;0.698
86.750;0.697
86.800;0.694
86.850;0.693
86.900;0.691
86.950;0.691
87.000;0.689
87.050;0.688
87.100;0.687
87.150;0.686
87.200;0.686
87.250;0.683
87.300;0.682
87.350;0.682
87.400;0.681
87.450;0.680
87.500;0.679
87.550;0.678
87.600;0.677
87.650;0.675
87.700;0.674
87.750;0.673
87.800;0.673
87.850;0.672
87.900;0.671
87.950;0.669
88.000;0.668
88.050;0.667
88.100;0.666
88.150;0.665
88.200;0.664
88.250;0.662
88.300;0.662
88.350;0.661
88.400;0.659
88.450;0.658
88.500;0.657
88.550;0.656
88.600;0.655
88.650;0.653
88.700;0.652
88.750;0.652
88.800;0.651
88.850;0.650
88.900;0.648
88.950;0.648
89.000;0.647
89.050;0.645
89.100;0.644
89.150;0.644
89.200;0.643
89.250;0.642
89.300;0.640
89.350;0.639
89.400;0.637
89.450;0.636
89.500;0.635
89.550;0.635
89.600;0.633
89.650;0.632
89.700;0.630
89.750;0.629
89.800;0.628
89.850;0.627
89.900;0.626
89.950;0.625
90.000;0.625
90.050;0.624
90.100;0.622
90.150;0.621
90.200;0.620
90.250;0.620
90.300;0.618
90.350;0.618
90.400;0.617
90.450;0.616
90.500;0.614
90.550;0.613
90.600;0.612
90.650;0.612
90.700;0.611
90.750;0.610
90.800;0.610
90.850;0.608
90.900;0.607
90.950;0.606
91.000;0.604
91.050;0.604
91.100;0.603
91.150;0.602
91.200;0.602
91.250;0.600
91.300;0.597
91.350;0.597
91.400;0.596
91.450;0.596
91.500;0.594
91.550;0.594
91.600;0.593
91.650;0.592
91.700;0.591
91.750;0.589
91.800;0.589
91.850;0.588
91.900;0.587
91.950;0.587
92.000;0.586
92.050;0.585
92.100;0.584
92.150;0.582
92.200;0.581
92.250;0.581
92.300;0.580
92.350;0.580
92.400;0.579
92.450;0.578
92.500;0.577
92.550;0.575
92.600;0.575
92.650;0.574
92.700;0.573
92.750;0.572
92.800;0.572
92.850;0.570
92.900;0.569
92.950;0.567
93.000;0.566
93.050;0.565
93.100;0.565
93.150;0.563
93.200;0.563
93.250;0.561
93.300;0.560
93.350;0.559
93.400;0.558
93.450;0.558
93.500;0.557
93.550;0.556
93.600;0.555
93.650;0.554
93.700;0.553
93.750;0.552
93.800;0.551
93.850;0.550
93.900;0.550
93.950;0.549
94.000;0.549
94.050;0.548
94.100;0.547
94.150;0.547
94.200;0.545
94.250;0.544
94.300;0.544
94.350;0.542
94.400;0.542
94.450;0.541
94.500;0.541
94.550;0.539
94.600;0.538
94.650;0.537
94.700;0.536
94.750;0.535
94.800;0.535
94.850;0.534
94.900;0.533
94.950;0.532
95.000;0.530
95.050;0.529
95.100;0.528
95.150;0.527
95.200;0.527
95.250;0.527
95.300;0.526
95.350;0.525
95.400;0.524
95.450;0.523
95.500;0.523
95.550;0.522
95.600;0.521
95.650;0.520
95.700;0.519
95.750;0.518
95.800;0.517
95.850;0.516
95.900;0.515
95.950;0.514
96.000;0.513
96.050;0.513
96.100;0.512
96.150;0.511
96.200;0.510
96.250;0.509
96.300;0.508
96.350;0.508
96.400;0.507
96.450;0.506
96.500;0.506
96.550;0.505
96.600;0.503
96.650;0.502
96.700;0.502
96.750;0.500
96.800;0.500
96.850;0.499
96.900;0.499
96.950;0.498
97.000;0.497
97.050;0.495
97.100;0.494
97.150;0.494
97.200;0.493
97.250;0.493
97.300;0.492
97.350;0.491
97.400;0.490
97.450;0.489
97.500;0.488
97.550;0.487
97.600;0.487
97.650;0.486
97.700;0.486
97.750;0.485
97.800;0.484
97.850;0.483
97.900;0.482
97.950;0.480
98.000;0.480
98.050;0.479
98.100;0.479
98.150;0.478
98.200;0.478
98.250;0.476
98.300;0.475
98.350;0.474
98.400;0.473
98.450;0.473
98.500;0.473
98.550;0.472
98.600;0.471
98.650;0.470
98.700;0.469
98.750;0.468
98.800;0.468
98.850;0.467
98.900;0.467
98.950;0.467
99.000;0.466
99.050;0.465
99.100;0.464
99.150;0.463
99.200;0.463
99.250;0.461
99.300;0.461
99.350;0.460
99.400;0.459
99.450;0.458
99.500;0.458
99.550;0.456
99.600;0.455
99.650;0.455
99.700;0.455
99.750;0.454
99.800;0.454
99.850;0.452
99.900;0.451
99.950;0.450
100.000;0.449
100.050;0.448
100.100;0.447
100.150;0.447
100.200;0.447
100.250;0.446
100.300;0.444
100.350;0.443
100.400;0.443
100.450;0.442
100.500;0.442
100.550;0.441
100.600;0.440
100.650;0.450
100.700;0.455
100.750;0.438
100.800;0.437
100.850;0.437
100.900;0.436
100.950;0.436
101.000;0.435
101.050;0.435
101.100;0.433
101.150;0.432
101.200;0.432
101.250;0.432
101.300;0.431
101.350;0.431
101.400;0.430
101.450;0.429
101.500;0.429
101.550;0.428
101.600;0.426
101.650;0.426
101.700;0.425
101.750;0.425
101.800;0.424
101.850;0.424
101.900;0.424
101.950;0.422
102.000;0.421
102.050;0.421
102.100;0.420
102.150;0.419
102.200;0.419
102.250;0.418
102.300;0.417
102.350;0.416
102.400;0.416
102.450;0.415
102.500;0.414
102.550;0.414
102.600;0.413
102.650;0.413
102.700;0.412
102.750;0.411
102.800;0.410
102.850;0.409
102.900;0.409
102.950;0.408
103.000;0.408
103.050;0.407
103.100;0.407
103.150;0.406
103.200;0.405
103.250;0.405
103.300;0.404
103.350;0.403
103.400;0.403
103.450;0.403
103.500;0.402
103.550;0.401
103.600;0.400
103.650;0.400
103.700;0.399
103.750;0.399
103.800;0.399
103.850;0.398
103.900;0.397
103.950;0.396
104.000;0.395
104.050;0.394
104.100;0.394
104.150;0.393
104.200;0.393
104.250;0.392
104.300;0.392
104.350;0.391
104.400;0.390
104.450;0.389
104.500;0.389
104.550;0.388
104.600;0.387
104.650;0.387
104.700;0.386
104.750;0.385
104.800;0.385
104.850;0.384
104.900;0.383
104.950;0.382
105.000;0.382
105.050;0.382
105.100;0.381
105.150;0.380
105.200;0.379
105.250;0.378
105.300;0.377
105.350;0.377
105.400;0.377
105.450;0.376
105.500;0.376
105.550;0.376
105.600;0.375
105.650;0.373
105.700;0.373
105.750;0.373
105.800;0.372
105.850;0.372
105.900;0.371
105.950;0.370
106.000;0.370
106.050;0.369
106.100;0.368
106.150;0.368
106.200;0.367
106.250;0.367
106.300;0.367
106.350;0.366
106.400;0.365
106.450;0.364
106.500;0.363
106.550;0.363
106.600;0.362
106.650;0.362
106.700;0.362
106.750;0.361
106.800;0.361
106.850;0.359
106.900;0.359
106.950;0.358
107.000;0.357
107.050;0.356
107.100;0.356
107.150;0.356
107.200;0.355
107.250;0.354
107.300;0.353
107.350;0.353
107.400;0.353
107.450;0.352
107.500;0.352
107.550;0.351
107.600;0.351
107.650;0.349
107.700;0.349
107.750;0.348
107.800;0.348
107.850;0.347
107.900;0.347
107.950;0.347
108.000;0.346
108.050;0.345
108.100;0.345
108.150;0.345
108.200;0.344
108.250;0.344
108.300;0.344
108.350;0.343
108.400;0.343
108.450;0.342
108.500;0.341
108.550;0.340
108.600;0.340
108.650;0.339
108.700;0.339
108.750;0.339
108.800;0.339
108.850;0.338
108.900;0.337
108.950;0.336
109.000;0.336
109.050;0.335
109.100;0.335
109.150;0.335
109.200;0.334
109.250;0.334
109.300;0.333
109.350;0.333
109.400;0.332
109.450;0.332
109.500;0.331
109.550;0.331
109.600;0.330
109.650;0.330
109.700;0.329
109.750;0.328
109.800;0.328
109.850;0.327
109.900;0.327
109.950;0.326
110.000;0.326
110.050;0.326
110.100;0.324
110.150;0.324
110.200;0.322
110.250;0.322
110.300;0.322
110.350;0.321
110.400;0.321
110.450;0.320
110.500;0.320
110.550;0.319
110.600;0.318
110.650;0.318
110.700;0.317
110.750;0.317
110.800;0.317
110.850;0.316
110.900;0.315
110.950;0.314
111.000;0.314
111.050;0.314
111.100;0.313
111.150;0.313
111.200;0.312
111.250;0.312
111.300;0.311
111.350;0.310
111.400;0.310
111.450;0.309
111.500;0.309
111.550;0.309
111.600;0.309
111.650;0.308
111.700;0.307
111.750;0.306
111.800;0.306
111.850;0.306
111.900;0.305
111.950;0.305
112.000;0.305
112.050;0.304
112.100;0.303
112.150;0.303
112.200;0.302
112.250;0.302
112.300;0.301
112.350;0.301
112.400;0.301
112.450;0.300
112.500;0.300
112.550;0.299
112.600;0.299
112.650;0.298
112.700;0.298
112.750;0.297
112.800;0.298
112.850;0.297
112.900;0.296
112.950;0.295
113.000;0.295
113.050;0.294
113.100;0.294
113.150;0.294
113.200;0.293
113.250;0.292
113.300;0.292
113.350;0.292
113.400;0.290
113.450;0.290
113.500;0.290
113.550;0.290
113.600;0.290
113.650;0.289
113.700;0.288
113.750;0.287
113.800;0.287
113.850;0.285
113.900;0.285
113.950;0.285
114.000;0.285
114.050;0.285
114.100;0.285
114.150;0.284
114.200;0.283
114.250;0.282
114.300;0.282
114.350;0.282
114.400;0.282
114.450;0.281
114.500;0.281
114.550;0.281
114.600;0.280
114.650;0.280
114.700;0.279
114.750;0.279
114.800;0.278
114.850;0.278
114.900;0.278
114.950;0.277
115.000;0.276
115.050;0.276
115.100;0.275
115.150;0.275
115.200;0.275
115.250;0.274
115.300;0.274
115.350;0.274
115.400;0.273
115.450;0.273
115.500;0.272
115.550;0.272
115.600;0.272
115.650;0.271
115.700;0.270
115.750;0.270
115.800;0.270
115.850;0.268
115.900;0.268
115.950;0.268
116.000;0.268
116.050;0.267
116.100;0.268
116.150;0.267
116.200;0.266
116.250;0.265
116.300;0.265
116.350;0.264
116.400;0.264
116.450;0.263
116.500;0.263
116.550;0.262
116.600;0.262
116.650;0.260
116.700;0.261
116.750;0.260
116.800;0.260
116.850;0.259
116.900;0.259
116.950;0.259
117.000;0.258
117.050;0.257
117.100;0.257
117.150;0.256
117.200;0.257
117.250;0.256
117.300;0.256
117.350;0.256
117.400;0.255
117.450;0.253
117.500;0.253
117.550;0.252
117.600;0.252
117.650;0.251
117.700;0.251
117.750;0.251
117.800;0.251
117.850;0.250
117.900;0.249
117.950;0.249
118.000;0.249
118.050;0.248
118.100;0.248
118.150;0.248
118.200;0.247
118.250;0.247
118.300;0.246
118.350;0.246
118.400;0.245
118.450;0.245
118.500;0.245
118.550;0.245
118.600;0.244
118.650;0.243
118.700;0.243
118.750;0.243
118.800;0.243
118.850;0.242
118.900;0.242
118.950;0.242
119.000;0.242
119.050;0.241
119.100;0.241
119.150;0.240
119.200;0.240
119.250;0.239
119.300;0.239
119.350;0.239
119.400;0.238
119.450;0.237
119.500;0.237
119.550;0.236
119.600;0.236
119.650;0.236
119.700;0.236
119.750;0.235
119.800;0.235
119.850;0.235
119.900;0.234
119.950;0.233
120.000;0.233
120.050;0.233
120.100;0.232
120.150;0.233
120.200;0.232
120.250;0.232
120.300;0.231
120.350;0.230
120.400;0.230
120.450;0.229
120.500;0.229
120.550;0.229
120.600;0.229
120.650;0.228
120.700;0.228
120.750;0.227
120.800;0.226
120.850;0.226
120.900;0.226
120.950;0.226
121.000;0.226
121.050;0.225
121.100;0.225
121.150;0.224
121.200;0.224
121.250;0.224
121.300;0.224
121.350;0.223
121.400;0.223
121.450;0.222
121.500;0.221
121.550;0.221
121.600;0.221
121.650;0.221
121.700;0.221
121.750;0.221
121.800;0.221
121.850;0.220
121.900;0.219
121.950;0.219
122.000;0.218
122.050;0.218
122.100;0.218
122.150;0.218
122.200;0.218
122.250;0.218
122.300;0.217
122.350;0.216
122.400;0.216
122.450;0.215
122.500;0.215
122.550;0.215
122.600;0.215
122.650;0.214
122.700;0.214
122.750;0.213
122.800;0.213
122.850;0.213
122.900;0.212
122.950;0.212
123.000;0.212
123.050;0.212
123.100;0.211
123.150;0.210
123.200;0.209
123.250;0.209
123.300;0.209
123.350;0.209
123.400;0.209
123.450;0.208
123.500;0.207
123.550;0.206
123.600;0.206
123.650;0.206
123.700;0.206
123.750;0.206
123.800;0.206
123.850;0.205
123.900;0.205
123.950;0.204
124.000;0.204
124.050;0.204
124.100;0.204
124.150;0.203
124.200;0.203
124.250;0.203
124.300;0.203
124.350;0.202
124.400;0.201
124.450;0.201
124.500;0.201
124.550;0.200
124.600;0.201
124.650;0.200
124.700;0.200
124.750;0.199
124.800;0.198
124.850;0.198
124.900;0.197
124.950;0.197
125.000;0.197
125.050;0.197
125.100;0.197
125.150;0.197
125.200;0.196
125.250;0.195
125.300;0.195
125.350;0.195
125.400;0.195
125.450;0.195
125.500;0.195
125.550;0.194
125.600;0.193
125.650;0.193
125.700;0.193
125.750;0.193
125.800;0.192
125.850;0.192
125.900;0.192
125.950;0.191
126.000;0.190
126.050;0.190
126.100;0.190
126.150;0.189
126.200;0.190
126.250;0.190
126.300;0.189
126.350;0.188
126.400;0.188
126.450;0.188
126.500;0.188
126.550;0.188
126.600;0.188
126.650;0.187
126.700;0.187
126.750;0.187
126.800;0.187
126.850;0.186
126.900;0.186
126.950;0.185
127.000;0.185
127.050;0.186
127.100;0.186
127.150;0.184
127.200;0.184
127.250;0.184
127.300;0.184
127.350;0.183
127.400;0.184
127.450;0.183
127.500;0.183
127.550;0.182
127.600;0.182
127.650;0.181
127.700;0.181
127.750;0.181
127.800;0.181
127.850;0.180
127.900;0.181
127.950;0.180
128.000;0.180
128.050;0.179
128.100;0.179
128.150;0.178
128.200;0.178
128.250;0.179
128.300;0.179
128.350;0.178
128.400;0.178
128.450;0.177
128.500;0.176
128.550;0.176
128.600;0.176
128.650;0.176
128.700;0.176
128.750;0.176
128.800;0.175
128.850;0.175
128.900;0.174
128.950;0.174
129.000;0.174
129.050;0.174
129.100;0.174
129.150;0.173
129.200;0.173
129.250;0.173
129.300;0.172
129.350;0.172
129.400;0.172
129.450;0.172
129.500;0.172
129.550;0.171
129.600;0.171
129.650;0.170
129.700;0.169
129.750;0.169
129.800;0.169
129.850;0.169
129.900;0.169
129.950;0.169
130.000;0.168
130.050;0.167
130.100;0.167
130.150;0.167
130.200;0.166
130.250;0.166
130.300;0.167
130.350;0.166
130.400;0.165
130.450;0.165
130.500;0.165
130.550;0.165
130.600;0.165
130.650;0.165
130.700;0.165
130.750;0.164
130.800;0.164
130.850;0.163
130.900;0.163
130.950;0.163
131.000;0.163
131.050;0.163
131.100;0.163
131.150;0.163
131.200;0.162
131.250;0.161
131.300;0.161
131.350;0.161
131.400;0.161
131.450;0.161
131.500;0.161
131.550;0.161
131.600;0.160
131.650;0.160
131.700;0.159
131.750;0.159
131.800;0.159
131.850;0.158
131.900;0.159
131.950;0.159
132.000;0.158
132.050;0.157
132.100;0.157
132.150;0.157
132.200;0.157
132.250;0.157
132.300;0.157
132.350;0.157
132.400;0.156
132.450;0.156
132.500;0.156
132.550;0.155
132.600;0.155
132.650;0.154
132.700;0.155
132.750;0.155
132.800;0.154
132.850;0.153
132.900;0.153
132.950;0.153
133.000;0.153
133.050;0.153
133.100;0.153
133.150;0.153
133.200;0.152
133.250;0.151
133.300;0.151
133.350;0.151
133.400;0.151
133.450;0.149
133.500;0.151
133.550;0.150
133.600;0.149
133.650;0.149
133.700;0.148
133.750;0.148
133.800;0.148
133.850;0.148
133.900;0.149
133.950;0.148
134.000;0.147
134.050;0.147
134.100;0.147
134.150;0.146
134.200;0.146
134.250;0.146
134.300;0.146
134.350;0.146
134.400;0.146
134.450;0.145
134.500;0.145
134.550;0.144
134.600;0.144
134.650;0.145
134.700;0.144
134.750;0.144
134.800;0.144
134.850;0.143
134.900;0.143
134.950;0.142
135.000;0.143
135.050;0.143
135.100;0.143
135.150;0.142
135.200;0.142
135.250;0.142
135.300;0.141
135.350;0.141
135.400;0.140
135.450;0.140
135.500;0.141
135.550;0.141
135.600;0.141
135.650;0.140
135.700;0.139
135.750;0.139
135.800;0.139
135.850;0.139
135.900;0.139
135.950;0.139
136.000;0.138
136.050;0.137
136.100;0.137
136.150;0.137
136.200;0.137
136.250;0.136
136.300;0.136
136.350;0.136
136.400;0.136
136.450;0.135
136.500;0.135
136.550;0.135
136.600;0.135
136.650;0.134
136.700;0.134
136.750;0.134
136.800;0.134
136.850;0.133
136.900;0.133
136.950;0.133
137.000;0.133
137.050;0.133
137.100;0.133
137.150;0.132
137.200;0.133
137.250;0.132
137.300;0.131
137.350;0.131
137.400;0.131
137.450;0.131
137.500;0.131
137.550;0.131
137.600;0.131
137.650;0.130
137.700;0.130
137.750;0.130
137.800;0.130
137.850;0.129
137.900;0.130
137.950;0.129
138.000;0.129
138.050;0.129
138.100;0.129
138.150;0.128
138.200;0.128
138.250;0.128
138.300;0.128
138.350;0.128
138.400;0.128
138.450;0.128
138.500;0.127
138.550;0.126
138.600;0.126
138.650;0.126
138.700;0.126
138.750;0.126
138.800;0.126
138.850;0.126
138.900;0.126
138.950;0.125
139.000;0.125
139.050;0.125
139.100;0.125
139.150;0.125
139.200;0.125
139.250;0.124
139.300;0.124
139.350;0.124
139.400;0.123
139.450;0.123
139.500;0.123
139.550;0.124
139.600;0.124
139.650;0.123
139.700;0.123
139.750;0.122
139.800;0.122
139.850;0.122
139.900;0.122
139.950;0.122
140.000;0.122
140.050;0.121
140.100;0.121
140.150;0.121
140.200;0.120
140.250;0.120
140.300;0.120
140.350;0.121
140.400;0.121
140.450;0.120
140.500;0.120
140.550;0.119
140.600;0.120
140.650;0.119
140.700;0.119
140.750;0.119
140.800;0.119
140.850;0.119
140.900;0.118
140.950;0.118
141.000;0.118
141.050;0.118
141.100;0.118
141.150;0.118
141.200;0.118
141.250;0.117
141.300;0.117
141.350;0.116
141.400;0.117
141.450;0.116
141.500;0.116
141.550;0.116
141.600;0.116
141.650;0.116
141.700;0.115
141.750;0.114
141.800;0.114
141.850;0.114
141.900;0.114
141.950;0.114
142.000;0.114
142.050;0.113
142.100;0.113
142.150;0.112
142.200;0.112
142.250;0.112
142.300;0.113
142.350;0.113
142.400;0.113
142.450;0.112
142.500;0.111
142.550;0.111
142.600;0.111
142.650;0.110
142.700;0.110
142.750;0.110
142.800;0.111
142.850;0.110
142.900;0.110
142.950;0.109
143.000;0.110
143.050;0.109
143.100;0.110
143.150;0.109
143.200;0.109
143.250;0.109
143.300;0.109
143.350;0.108
143.400;0.108
143.450;0.108
143.500;0.108
143.550;0.108
143.600;0.108
143.650;0.108
143.700;0.107
143.750;0.107
143.800;0.106
143.850;0.106
143.900;0.106
143.950;0.106
144.000;0.107
144.050;0.106
144.100;0.106
144.150;0.105
144.200;0.104
144.250;0.105
144.300;0.105
144.350;0.105
144.400;0.104
144.450;0.104
144.500;0.104
144.550;0.103
144.600;0.103
144.650;0.104
144.700;0.104
144.750;0.103
144.800;0.104
144.850;0.103
144.900;0.103
144.950;0.103
145.000;0.102
145.050;0.102
145.100;0.102
145.150;0.103
145.200;0.103
145.250;0.102
145.300;0.102
145.350;0.102
145.400;0.102
145.450;0.101
145.500;0.101
145.550;0.101
145.600;0.101
145.650;0.102
145.700;0.101
145.750;0.101
145.800;0.100
145.850;0.100
145.900;0.100
145.950;0.100
146.000;0.100
146.050;0.100
146.100;0.100
146.150;0.099
146.200;0.099
146.250;0.099
146.300;0.099
146.350;0.099
146.400;0.099
146.450;0.099
146.500;0.098
146.550;0.098
146.600;0.098
146.650;0.097
146.700;0.097
146.750;0.097
146.800;0.098
146.850;0.098
146.900;0.097
146.950;0.097
147.000;0.097
147.050;0.096
147.100;0.096
147.150;0.096
147.200;0.096
147.250;0.097
147.300;0.096
147.350;0.096
147.400;0.095
147.450;0.096
147.500;0.095
147.550;0.095
147.600;0.095
147.650;0.095
147.700;0.095
147.750;0.094
147.800;0.094
147.850;0.094
147.900;0.095
147.950;0.094
148.000;0.094
148.050;0.094
148.100;0.094
148.150;0.094
148.200;0.093
148.250;0.094
148.300;0.094
148.350;0.093
148.400;0.093
148.450;0.093
148.500;0.093
148.550;0.092
148.600;0.092
148.650;0.093
148.700;0.093
148.750;0.092
148.800;0.092
148.850;0.092
148.900;0.092
148.950;0.091
149.000;0.091
149.050;0.091
149.100;0.091
149.150;0.091
149.200;0.090
149.250;0.090
149.300;0.090
149.350;0.089
149.400;0.090
149.450;0.089
149.500;0.090
149.550;0.089
149.600;0.090
149.650;0.089
149.700;0.089
149.750;0.088
149.800;0.089
149.850;0.089
149.900;0.088
149.950;0.088
150.000;0.089
150.050;0.088
150.100;0.088
150.150;0.088
150.200;0.087
150.250;0.087
150.300;0.087
150.350;0.087
150.400;0.088
150.450;0.088
150.500;0.087
150.550;0.087
150.600;0.087
150.650;0.087
150.700;0.087
150.750;0.086
150.800;0.087
150.850;0.087
150.900;0.087
150.950;0.087
151.000;0.086
151.050;0.086
151.100;0.086
151.150;0.086
151.200;0.086
151.250;0.086
151.300;0.086
151.350;0.086
151.400;0.085
151.450;0.085
151.500;0.085
151.550;0.085
151.600;0.085
151.650;0.085
151.700;0.085
151.750;0.084
151.800;0.084
151.850;0.084
151.900;0.084
151.950;0.083
152.000;0.084
152.050;0.083
152.100;0.083
152.150;0.083
152.200;0.082
152.250;0.082
152.300;0.082
152.350;0.082
152.400;0.082
152.450;0.083
152.500;0.083
152.550;0.082
152.600;0.082
152.650;0.082
152.700;0.081
152.750;0.080
152.800;0.081
152.850;0.080
152.900;0.080
152.950;0.080
153.000;0.080
153.050;0.079
153.100;0.079
153.150;0.079
153.200;0.080
153.250;0.080
153.300;0.080
153.350;0.079
153.400;0.079
153.450;0.078
153.500;0.079
153.550;0.079
153.600;0.079
153.650;0.078
153.700;0.078
153.750;0.078
153.800;0.078
153.850;0.077
153.900;0.078
153.950;0.078
154.000;0.078
154.050;0.078
154.100;0.078
154.150;0.077
154.200;0.077
154.250;0.076
154.300;0.077
154.350;0.077
154.400;0.077
154.450;0.077
154.500;0.077
154.550;0.076
154.600;0.076
154.650;0.076
154.700;0.076
154.750;0.075
154.800;0.076
154.850;0.076
154.900;0.075
154.950;0.074
155.000;0.074
155.050;0.074
155.100;0.075
155.150;0.075
155.200;0.074
155.250;0.075
155.300;0.074
155.350;0.073
155.400;0.073
155.450;0.073
155.500;0.073
155.550;0.073
155.600;0.074
155.650;0.074
155.700;0.074
155.750;0.073
155.800;0.072
155.850;0.072
155.900;0.072
155.950;0.072
156.000;0.073
156.050;0.072
156.100;0.072
156.150;0.072
156.200;0.071
156.250;0.071
156.300;0.071
156.350;0.071
156.400;0.071
156.450;0.071
156.500;0.071
156.550;0.071
156.600;0.070
156.650;0.070
156.700;0.071
156.750;0.070
156.800;0.070
156.850;0.070
156.900;0.071
156.950;0.069
157.000;0.069
157.050;0.069
157.100;0.069
157.150;0.069
157.200;0.069
157.250;0.069
157.300;0.069
157.350;0.069
157.400;0.068
157.450;0.068
157.500;0.068
157.550;0.068
157.600;0.069
157.650;0.068
157.700;0.068
157.750;0.068
157.800;0.067
157.850;0.067
157.900;0.067
157.950;0.067
158.000;0.067
158.050;0.067
158.100;0.068
158.150;0.067
158.200;0.066
158.250;0.066
158.300;0.066
158.350;0.066
158.400;0.066
158.450;0.066
158.500;0.066
158.550;0.066
158.600;0.065
158.650;0.065
158.700;0.066
158.750;0.066
158.800;0.066
158.850;0.066
158.900;0.066
158.950;0.065
159.000;0.065
159.050;0.065
159.100;0.065
159.150;0.064
159.200;0.065
159.250;0.065
159.300;0.065
159.350;0.065
159.400;0.064
159.450;0.064
159.500;0.064
159.550;0.064
159.600;0.064
159.650;0.064
159.700;0.063
159.750;0.063
159.800;0.063
159.850;0.063
159.900;0.063
159.950;0.063
160.000;0.063
160.050;0.063
160.100;0.063
160.150;0.063
160.200;0.063
160.250;0.062
160.300;0.063
160.350;0.062
160.400;0.062
160.450;0.062
160.500;0.062
160.550;0.062
160.600;0.062
160.650;0.062
160.700;0.062
160.750;0.062
160.800;0.062
160.850;0.062
160.900;0.062
160.950;0.061
161.000;0.061
161.050;0.062
161.100;0.061
161.150;0.061
161.200;0.061
161.250;0.061
161.300;0.061
161.350;0.061
161.400;0.060
161.450;0.061
161.500;0.061
161.550;0.060
161.600;0.061
161.650;0.061
161.700;0.061
161.750;0.060
161.800;0.060
161.850;0.059
161.900;0.060
161.950;0.059
162.000;0.059
162.050;0.060
162.100;0.059
162.150;0.059
162.200;0.059
162.250;0.059
162.300;0.059
162.350;0.059
162.400;0.059
162.450;0.059
162.500;0.059
162.550;0.058
162.600;0.058
162.650;0.058
162.700;0.058
162.750;0.058
162.800;0.058
162.850;0.059
162.900;0.059
162.950;0.058
163.000;0.058
163.050;0.057
163.100;0.058
163.150;0.057
163.200;0.058
163.250;0.058
163.300;0.058
163.350;0.057
163.400;0.057
163.450;0.057
163.500;0.056
163.550;0.056
163.600;0.057
163.650;0.057
163.700;0.057
163.750;0.057
163.800;0.056
163.850;0.056
163.900;0.056
163.950;0.056
164.000;0.056
164.050;0.056
164.100;0.056
164.150;0.055
164.200;0.055
164.250;0.055
164.300;0.055
164.350;0.055
164.400;0.056
164.450;0.056
164.500;0.056
164.550;0.055
164.600;0.055
164.650;0.055
164.700;0.055
164.750;0.055
164.800;0.055
164.850;0.055
164.900;0.055
164.950;0.054
165.000;0.054
165.050;0.054
165.100;0.054
165.150;0.054
165.200;0.054
165.250;0.055
165.300;0.055
165.350;0.053
165.400;0.054
165.450;0.053
165.500;0.054
165.550;0.054
165.600;0.054
165.650;0.054
165.700;0.054
165.750;0.054
165.800;0.053
165.850;0.053
165.900;0.053
165.950;0.053
166.000;0.053
166.050;0.053
166.100;0.053
166.150;0.053
166.200;0.053
166.250;0.053
166.300;0.053
166.350;0.053
166.400;0.053
166.450;0.053
166.500;0.052
166.550;0.052
166.600;0.051
166.650;0.051
166.700;0.051
166.750;0.052
166.800;0.052
166.850;0.052
166.900;0.051
166.950;0.051
167.000;0.050
167.050;0.050
167.100;0.050
167.150;0.050
167.200;0.051
167.250;0.051
167.300;0.051
167.350;0.050
167.400;0.050
167.450;0.050
167.500;0.050
167.550;0.050
167.600;0.050
167.650;0.050
167.700;0.050
167.750;0.050
167.800;0.050
167.850;0.049
167.900;0.049
167.950;0.049
168.000;0.049
168.050;0.050
168.100;0.050
168.150;0.049
168.200;0.049
168.250;0.049
168.300;0.049
168.350;0.049
168.400;0.049
168.450;0.049
168.500;0.049
168.550;0.048
168.600;0.049
168.650;0.048
168.700;0.048
168.750;0.048
168.800;0.048
168.850;0.048
168.900;0.048
168.950;0.048
169.000;0.048
169.050;0.047
169.100;0.047
169.150;0.047
169.200;0.048
169.250;0.048
169.300;0.048
169.350;0.047
169.400;0.046
169.450;0.046
169.500;0.047
169.550;0.047
169.600;0.047
169.650;0.047
169.700;0.047
169.750;0.047
169.800;0.047
169.850;0.046
169.900;0.046
169.950;0.046
170.000;0.046
170.050;0.047
170.100;0.047
170.150;0.046
170.200;0.045
170.250;0.046
170.300;0.046
170.350;0.046
170.400;0.046
170.450;0.046
170.500;0.046
170.550;0.046
170.600;0.045
170.650;0.045
170.700;0.045
170.750;0.045
170.800;0.045
170.850;0.045
170.900;0.045
170.950;0.045
171.000;0.044
171.050;0.044
171.100;0.044
171.150;0.045
171.200;0.044
171.250;0.045
171.300;0.045
171.350;0.044
171.400;0.044
171.450;0.043
171.500;0.044
171.550;0.044
171.600;0.044
171.650;0.044
171.700;0.044
171.750;0.043
171.800;0.043
171.850;0.043
171.900;0.043
171.950;0.043
172.000;0.044
172.050;0.043
172.100;0.043
172.150;0.043
172.200;0.042
172.250;0.042
172.300;0.042
172.350;0.042
172.400;0.042
172.450;0.043
172.500;0.043
172.550;0.042
172.600;0.042
172.650;0.042
172.700;0.042
172.750;0.042
172.800;0.042
172.850;0.043
172.900;0.043
172.950;0.042
173.000;0.042
