"Czas (s) Seria nr 1";"Napięcie (V) Seria nr 1"
86,850;0,038
86,900;0,037
86,950;0,037
87,000;0,037
87,050;0,037
87,100;0,037
87,150;0,037
87,200;0,037
87,250;0,037
87,300;0,037
87,350;0,037
87,400;0,036
87,450;0,036
87,500;0,035
87,550;0,036
87,600;0,035
87,650;0,036
87,700;0,036
87,750;0,036
87,800;0,036
87,850;0,035
87,900;0,035
87,950;0,035
88,000;0,035
88,050;0,035
88,100;0,035
88,150;0,036
88,200;0,035
88,250;0,034
88,300;0,035
88,350;0,034
88,400;0,034
88,450;0,034
88,500;0,034
88,550;0,034
88,600;0,034
88,650;0,034
88,700;0,033
88,750;0,033
88,800;0,033
88,850;0,033
88,900;0,034
88,950;0,034
89,000;0,033
89,050;0,032
89,100;0,032
89,150;0,032
89,200;0,032
89,250;0,032
89,300;0,032
89,350;0,032
89,400;0,032
89,450;0,031
89,500;0,032
89,550;0,031
89,600;0,031
89,650;0,031
89,700;0,031
89,750;0,031
89,800;0,031
89,850;0,031
89,900;0,031
89,950;0,031
90,000;0,030
90,050;0,030
90,100;0,031
90,150;0,031
90,200;0,031
90,250;0,031
90,300;0,031
90,350;0,030
90,400;0,030
90,450;0,030
90,500;0,030
90,550;0,030
90,600;0,030
90,650;0,030
90,700;0,030
90,750;0,029
90,800;0,030
90,850;0,029
90,900;0,029
90,950;0,029
91,000;0,029
91,050;0,029
91,100;0,029
91,150;0,029
91,200;0,029
91,250;0,028
91,300;0,028
91,350;0,028
91,400;0,029
91,450;0,028
91,500;0,028
91,550;0,028
91,600;0,028
91,650;0,028
91,700;0,028
91,750;0,028
91,800;0,028
91,850;0,028
91,900;0,028
91,950;0,028
92,000;0,027
92,050;0,027
92,100;0,027
92,150;0,027
92,200;0,027
92,250;0,027
92,300;0,027
92,350;0,027
92,400;0,027
92,450;0,026
92,500;0,026
92,550;0,026
92,600;0,026
92,650;0,026
92,700;0,027
92,750;0,027
92,800;0,026
92,850;0,026
92,900;0,026
92,950;0,026
93,000;0,026
93,050;0,026
93,100;0,027
93,150;0,026
93,200;0,025
93,250;0,026
93,300;0,024
93,350;0,025
93,400;0,025
93,450;0,025
93,500;0,025
93,550;0,025
93,600;0,025
93,650;0,025
93,700;0,024
93,750;0,024
93,800;0,024
93,850;0,025
93,900;0,025
93,950;0,025
94,000;0,025
94,050;0,024
94,100;0,024
94,150;0,024
94,200;0,024
94,250;0,024
94,300;0,024
94,350;0,024
94,400;0,024
94,450;0,024
94,500;0,024
94,550;0,023
94,600;0,023
94,650;0,024
94,700;0,023
94,750;0,024
94,800;0,024
94,850;0,024
94,900;0,023
94,950;0,023
95,000;0,023
95,050;0,023
95,100;0,024
95,150;0,023
95,200;0,023
95,250;0,024
95,300;0,023
95,350;0,023
95,400;0,023
95,450;0,023
95,500;0,023
95,550;0,023
95,600;0,023
95,650;0,023
95,700;0,023
95,750;0,023
95,800;0,022
95,850;0,022
95,900;0,022
95,950;0,022
96,000;0,022
96,050;0,022
96,100;0,022
96,150;0,022
96,200;0,021
96,250;0,021
96,300;0,021
96,350;0,021
96,400;0,021
96,450;0,022
96,500;0,021
96,550;0,021
96,600;0,021
96,650;0,020
96,700;0,021
96,750;0,021
96,800;0,021
96,850;0,021
96,900;0,021
96,950;0,021
97,000;0,021
97,050;0,020
97,100;0,020
97,150;0,020
97,200;0,020
97,250;0,021
97,300;0,021
97,350;0,021
97,400;0,020
97,450;0,019
97,500;0,019
97,550;0,020
97,600;0,020
97,650;0,020
97,700;0,020
97,750;0,020
97,800;0,020
97,850;0,019
97,900;0,019
97,950;0,020
98,000;0,019
98,050;0,019
98,100;0,020
98,150;0,019
98,200;0,020
98,250;0,019
98,300;0,019
98,350;0,019
98,400;0,019
98,450;0,019
98,500;0,019
98,550;0,019
98,600;0,019
98,650;0,018
98,700;0,019
98,750;0,018
98,800;0,018
98,850;0,018
98,900;0,019
98,950;0,019
99,000;0,018
99,050;0,019
99,100;0,019
99,150;0,018
99,200;0,018
99,250;0,018
99,300;0,018
99,350;0,018
99,400;0,018
99,450;0,018
99,500;0,018
99,550;0,018
99,600;0,017
99,650;0,018
99,700;0,017
99,750;0,017
99,800;0,018
99,850;0,018
99,900;0,017
99,950;0,017
100,000;0,017
100,050;0,017
100,100;0,017
100,150;0,017
100,200;0,018
100,250;0,017
100,300;0,018
100,350;0,018
100,400;0,018
100,450;0,016
100,500;0,017
100,550;0,017
100,600;0,017
100,650;0,018
100,700;0,018
100,750;0,017
100,800;0,017
100,850;0,016
100,900;0,017
100,950;0,016
101,000;0,017
101,050;0,017
101,100;0,018
101,150;0,017
101,200;0,017
101,250;0,016
101,300;0,016
101,350;0,016
101,400;0,016
101,450;0,016
101,500;0,017
101,550;0,017
101,600;0,017
101,650;0,016
101,700;0,016
101,750;0,016
101,800;0,016
101,850;0,016
101,900;0,016
101,950;0,016
102,000;0,016
102,050;0,016
102,100;0,016
102,150;0,016
102,200;0,016
102,250;0,016
102,300;0,016
102,350;0,016
102,400;0,016
102,450;0,016
102,500;0,016
102,550;0,015
102,600;0,015
102,650;0,015
102,700;0,015
102,750;0,016
102,800;0,016
102,850;0,015
102,900;0,015
102,950;0,014
103,000;0,015
103,050;0,014
103,100;0,014
103,150;0,014
103,200;0,014
103,250;0,014
103,300;0,014
103,350;0,014
103,400;0,014
103,450;0,014
103,500;0,014
103,550;0,015
103,600;0,015
103,650;0,015
103,700;0,015
103,750;0,014
103,800;0,014
103,850;0,013
103,900;0,014
103,950;0,014
104,000;0,014
104,050;0,014
104,100;0,014
104,150;0,014
104,200;0,013
104,250;0,013
104,300;0,014
104,350;0,013
104,400;0,014
104,450;0,014
104,500;0,014
104,550;0,013
104,600;0,013
104,650;0,013
104,700;0,013
104,750;0,013
104,800;0,013
104,850;0,013
104,900;0,014
104,950;0,013
105,000;0,013
105,050;0,012
105,100;0,013
105,150;0,012
105,200;0,012
105,250;0,012
105,300;0,013
105,350;0,013
105,400;0,013
105,450;0,012
105,500;0,012
105,550;0,012
105,600;0,013
105,650;0,012
105,700;0,013
105,750;0,012
105,800;0,012
105,850;0,012
105,900;0,011
105,950;0,011
106,000;0,012
106,050;0,012
106,100;0,012
106,150;0,012
106,200;0,012
106,250;0,011
106,300;0,011
106,350;0,011
106,400;0,011
106,450;0,011
106,500;0,012
106,550;0,012
106,600;0,013
106,650;0,012
106,700;0,012
106,750;0,011
106,800;0,011
106,850;0,011
106,900;0,011
106,950;0,010
107,000;0,011
107,050;0,011
107,100;0,011
107,150;0,011
107,200;0,011
107,250;0,011
107,300;0,011
107,350;0,010
107,400;0,011
107,450;0,011
107,500;0,011
107,550;0,010
107,600;0,011
107,650;0,011
107,700;0,011
107,750;0,011
107,800;0,011
107,850;0,011
107,900;0,011
107,950;0,011
108,000;0,010
108,050;0,011
108,100;0,011
108,150;0,011
108,200;0,011
108,250;0,011
108,300;0,011
108,350;0,010
108,400;0,010
108,450;0,010
108,500;0,010
108,550;0,009
108,600;0,010
108,650;0,010
108,700;0,010
108,750;0,010
108,800;0,010
108,850;0,009
108,900;0,010
108,950;0,009
109,000;0,010
109,050;0,010
109,100;0,010
109,150;0,010
109,200;0,010
109,250;0,009
109,300;0,010
109,350;0,010
109,400;0,010
109,450;0,010
109,500;0,011
109,550;0,010
109,600;0,010
109,650;0,009
109,700;0,009
109,750;0,009
109,800;0,009
109,850;0,009
109,900;0,010
109,950;0,009
110,000;0,009
110,050;0,009
110,100;0,009
110,150;0,008
110,200;0,009
110,250;0,009
110,300;0,010
110,350;0,010
110,400;0,010
110,450;0,009
110,500;0,009
110,550;0,009
110,600;0,009
110,650;0,008
110,700;0,009
110,750;0,009
110,800;0,010
110,850;0,009
110,900;0,009
110,950;0,008
111,000;0,009
111,050;0,009
111,100;0,008
111,150;0,009
111,200;0,009
111,250;0,009
111,300;0,009
111,350;0,008
111,400;0,009
111,450;0,009
111,500;0,009
111,550;0,009
111,600;0,009
111,650;0,009
111,700;0,008
111,750;0,008
111,800;0,008
111,850;0,008
111,900;0,008
111,950;0,008
112,000;0,010
112,050;0,009
112,100;0,009
112,150;0,008
112,200;0,008
112,250;0,008
112,300;0,008
112,350;0,008
112,400;0,008
112,450;0,008
112,500;0,008
112,550;0,008
112,600;0,008
112,650;0,008
112,700;0,008
112,750;0,008
112,800;0,008
112,850;0,008
112,900;0,009
112,950;0,008
113,000;0,008
113,050;0,008
113,100;0,008
113,150;0,008
113,200;0,008
113,250;0,008
113,300;0,008
113,350;0,008
113,400;0,008
113,450;0,008
113,500;0,008
113,550;0,008
113,600;0,008
113,650;0,008
113,700;0,008
113,750;0,008
113,800;0,008
113,850;0,008
113,900;0,007
113,950;0,007
114,000;0,008
114,050;0,008
114,100;0,008
114,150;0,008
114,200;0,008
114,250;0,008
114,300;0,007
114,350;0,007
114,400;0,007
114,450;0,007
114,500;0,008
114,550;0,008
114,600;0,008
114,650;0,007
114,700;0,007
114,750;0,007
114,800;0,007
114,850;0,007
114,900;0,008
114,950;0,008
115,000;0,008
115,050;0,007
115,100;0,007
115,150;0,007
115,200;0,007
115,250;0,007
115,300;0,007
115,350;0,007
115,400;0,008
115,450;0,008
115,500;0,007
115,550;0,007
115,600;0,007
115,650;0,006
115,700;0,007
115,750;0,007
115,800;0,007
115,850;0,007
115,900;0,007
115,950;0,006
116,000;0,006
116,050;0,006
116,100;0,007
116,150;0,007
116,200;0,007
116,250;0,007
116,300;0,007
116,350;0,007
116,400;0,007
116,450;0,007
116,500;0,006
116,550;0,007
116,600;0,007
116,650;0,007
116,700;0,007
116,750;0,007
116,800;0,007
116,850;0,006
116,900;0,007
116,950;0,007
117,000;0,007
117,050;0,007
117,100;0,008
117,150;0,007
117,200;0,007
117,250;0,006
117,300;0,007
117,350;0,006
117,400;0,007
117,450;0,006
117,500;0,007
117,550;0,007
117,600;0,007
117,650;0,007
117,700;0,006
117,750;0,006
117,800;0,006
117,850;0,006
117,900;0,007
117,950;0,006
118,000;0,006
118,050;0,007
118,100;0,006
118,150;0,006
118,200;0,006
118,250;0,006
118,300;0,007
118,350;0,006
118,400;0,006
118,450;0,006
118,500;0,006
118,550;0,006
118,600;0,006
118,650;0,006
118,700;0,006
118,750;0,007
118,800;0,007
118,850;0,006
118,900;0,006
118,950;0,005
119,000;0,005
119,050;0,006
119,100;0,006
119,150;0,006
119,200;0,006
119,250;0,006
119,300;0,006
119,350;0,005
119,400;0,005
119,450;0,005
119,500;0,005
119,550;0,006
119,600;0,006
119,650;0,006
119,700;0,006
119,750;0,006
119,800;0,006
119,850;0,005
119,900;0,006
119,950;0,005
120,000;0,006
120,050;0,006
120,100;0,006
120,150;0,006
120,200;0,005
120,250;0,005
120,300;0,005
120,350;0,005
120,400;0,005
120,450;0,006
120,500;0,006
120,550;0,006
120,600;0,006
120,650;0,005
120,700;0,005
120,750;0,005
120,800;0,005
120,850;0,005
120,900;0,005
120,950;0,005
121,000;0,006
121,050;0,005
121,100;0,005
121,150;0,005
121,200;0,005
121,250;0,005
121,300;0,006
121,350;0,006
121,400;0,005
121,450;0,005
121,500;0,005
121,550;0,005
121,600;0,005
121,650;0,005
121,700;0,005
121,750;0,006
121,800;0,006
121,850;0,006
121,900;0,006
121,950;0,005
122,000;0,005
122,050;0,005
122,100;0,005
122,150;0,006
122,200;0,006
122,250;0,006
122,300;0,006
122,350;0,005
122,400;0,005
122,450;0,005
122,500;0,005
122,550;0,005
122,600;0,006
122,650;0,006
122,700;0,005
122,750;0,005
122,800;0,005
122,850;0,005
122,900;0,005
122,950;0,005
123,000;0,005
123,050;0,005
123,100;0,005
123,150;0,005
123,200;0,005
123,250;0,005
123,300;0,005
123,350;0,005
123,400;0,005
123,450;0,005
123,500;0,005
123,550;0,006
123,600;0,005
123,650;0,004
123,700;0,005
123,750;0,005
123,800;0,004
123,850;0,005
123,900;0,005
123,950;0,005
124,000;0,005
124,050;0,004
124,100;0,004
124,150;0,004
124,200;0,004
124,250;0,004
