"Czas (s)","Napięcie (V)"
86.850,0.041
86.900,0.041
86.950,0.040
87.000,0.041
87.050,0.040
87.100,0.040
87.150,0.040
87.200,0.041
87.250,0.041
87.300,0.040
87.350,0.039
87.400,0.039
87.450,0.039
87.500,0.040
87.550,0.040
87.600,0.040
87.650,0.039
87.700,0.039
87.750,0.039
87.800,0.038
87.850,0.039
87.900,0.039
87.950,0.039
88.000,0.039
88.050,0.038
88.100,0.038
88.150,0.038
88.200,0.037
88.250,0.038
88.300,0.038
88.350,0.038
88.400,0.038
88.450,0.037
88.500,0.037
88.550,0.037
88.600,0.037
88.650,0.037
88.700,0.037
88.750,0.037
88.800,0.036
88.850,0.036
88.900,0.036
88.950,0.036
89.000,0.036
89.050,0.036
89.100,0.036
89.150,0.036
89.200,0.035
89.250,0.035
89.300,0.035
89.350,0.035
89.400,0.035
89.450,0.035
89.500,0.035
89.550,0.035
89.600,0.034
89.650,0.034
89.700,0.034
89.750,0.035
89.800,0.035
89.850,0.035
89.900,0.035
89.950,0.034
90.000,0.034
90.050,0.034
90.100,0.034
90.150,0.034
90.200,0.034
90.250,0.034
90.300,0.034
90.350,0.033
90.400,0.033
90.450,0.033
90.500,0.033
90.550,0.032
90.600,0.033
90.650,0.033
90.700,0.033
90.750,0.032
90.800,0.032
90.850,0.032
90.900,0.031
90.950,0.031
91.000,0.031
91.050,0.032
91.100,0.031
91.150,0.031
91.200,0.031
91.250,0.031
91.300,0.031
91.350,0.031
91.400,0.032
91.450,0.031
91.500,0.031
91.550,0.031
91.600,0.031
91.650,0.031
